,HandOpen,HandClose,Wrist Flexion,Wrist Extension,Supination,Pronation,Rest
3906,0.0,205.27859237536657,0.0,48.87585532746823,9.775171065493646,68.42619745845552,9.775171065493646
3907,19.550342130987293,92.86412512218963,24.437927663734115,141.73998044965788,9.775171065493646,73.31378299120234,24.437927663734115
3908,87.97653958944281,474.09579667644186,53.763440860215056,9.775171065493646,29.325513196480937,14.662756598240469,73.31378299120234
3909,14.662756598240469,29.325513196480937,87.97653958944281,273.7047898338221,63.5386119257087,39.100684261974585,4.887585532746823
3910,9.775171065493646,14.662756598240469,0.0,29.325513196480937,14.662756598240469,0.0,4.887585532746823
3911,4.887585532746823,307.91788856304987,0.0,175.95307917888562,4.887585532746823,263.92961876832845,4.887585532746823
3912,48.87585532746823,19.550342130987293,14.662756598240469,498.533724340176,4.887585532746823,146.6275659824047,29.325513196480937
3913,24.437927663734115,136.85239491691104,58.651026392961874,19.550342130987293,29.325513196480937,29.325513196480937,87.97653958944281
3914,4.887585532746823,263.92961876832845,29.325513196480937,278.5923753665689,24.437927663734115,185.72825024437927,9.775171065493646
3915,14.662756598240469,63.5386119257087,9.775171065493646,68.42619745845552,19.550342130987293,87.97653958944281,4.887585532746823
3916,9.775171065493646,136.85239491691104,0.0,83.088954056696,4.887585532746823,39.100684261974585,9.775171065493646
3917,34.21309872922776,48.87585532746823,0.0,166.177908113392,4.887585532746823,117.30205278592375,24.437927663734115
3918,39.100684261974585,4.887585532746823,87.97653958944281,83.088954056696,0.0,63.5386119257087,78.20136852394917
3919,14.662756598240469,117.30205278592375,4.887585532746823,73.31378299120234,34.21309872922776,9.775171065493646,14.662756598240469
3920,4.887585532746823,244.37927663734115,4.887585532746823,83.088954056696,9.775171065493646,4.887585532746823,9.775171065493646
3921,9.775171065493646,24.437927663734115,224.82893450635387,278.5923753665689,0.0,444.7702834799609,4.887585532746823
3922,53.763440860215056,4.887585532746823,122.18963831867057,87.97653958944281,14.662756598240469,112.41446725317694,14.662756598240469
3923,34.21309872922776,307.91788856304987,9.775171065493646,43.988269794721404,146.6275659824047,24.437927663734115,73.31378299120234
3924,9.775171065493646,268.81720430107526,78.20136852394917,19.550342130987293,19.550342130987293,73.31378299120234,14.662756598240469
3925,14.662756598240469,376.3440860215054,48.87585532746823,97.75171065493646,34.21309872922776,205.27859237536657,9.775171065493646
3926,4.887585532746823,127.0772238514174,4.887585532746823,273.7047898338221,14.662756598240469,14.662756598240469,0.0
3927,4.887585532746823,190.6158357771261,171.0654936461388,43.988269794721404,0.0,190.6158357771261,19.550342130987293
3928,83.088954056696,234.6041055718475,53.763440860215056,166.177908113392,0.0,293.2551319648094,68.42619745845552
3929,14.662756598240469,19.550342130987293,9.775171065493646,122.18963831867057,131.96480938416423,19.550342130987293,4.887585532746823
3930,9.775171065493646,68.42619745845552,4.887585532746823,9.775171065493646,14.662756598240469,131.96480938416423,0.0
3931,0.0,78.20136852394917,29.325513196480937,307.91788856304987,4.887585532746823,361.6813294232649,9.775171065493646
3932,43.988269794721404,933.5288367546432,63.5386119257087,224.82893450635387,4.887585532746823,219.94134897360703,24.437927663734115
3933,43.988269794721404,860.2150537634409,4.887585532746823,107.52688172043011,0.0,43.988269794721404,78.20136852394917
3934,19.550342130987293,444.7702834799609,4.887585532746823,48.87585532746823,14.662756598240469,68.42619745845552,14.662756598240469
3935,4.887585532746823,205.27859237536657,4.887585532746823,53.763440860215056,78.20136852394917,425.21994134897363,4.887585532746823
3936,4.887585532746823,327.4682306940371,4.887585532746823,293.2551319648094,73.31378299120234,356.7937438905181,0.0
3937,4.887585532746823,136.85239491691104,19.550342130987293,195.50342130987292,14.662756598240469,24.437927663734115,24.437927663734115
3938,83.088954056696,205.27859237536657,14.662756598240469,249.266862170088,4.887585532746823,97.75171065493646,78.20136852394917
3939,34.21309872922776,185.72825024437927,4.887585532746823,24.437927663734115,24.437927663734115,503.4213098729228,14.662756598240469
3940,4.887585532746823,298.1427174975562,9.775171065493646,4.887585532746823,0.0,29.325513196480937,9.775171065493646
3941,4.887585532746823,39.100684261974585,4.887585532746823,151.5151515151515,0.0,185.72825024437927,4.887585532746823
3942,102.63929618768329,219.94134897360703,254.1544477028348,224.82893450635387,24.437927663734115,347.0185728250244,24.437927663734115
3943,122.18963831867057,14.662756598240469,68.42619745845552,19.550342130987293,63.5386119257087,29.325513196480937,68.42619745845552
3944,29.325513196480937,1221.8963831867059,0.0,4.887585532746823,48.87585532746823,58.651026392961874,14.662756598240469
3945,4.887585532746823,63.5386119257087,4.887585532746823,767.3509286412512,29.325513196480937,4.887585532746823,9.775171065493646
3946,0.0,97.75171065493646,175.95307917888562,102.63929618768329,48.87585532746823,9.775171065493646,9.775171065493646
3947,58.651026392961874,234.6041055718475,1461.3880742913002,63.5386119257087,4.887585532746823,73.31378299120234,39.100684261974585
3948,29.325513196480937,298.1427174975562,87.97653958944281,327.4682306940371,0.0,14.662756598240469,78.20136852394917
3949,4.887585532746823,303.030303030303,9.775171065493646,39.100684261974585,4.887585532746823,483.8709677419355,4.887585532746823
3950,136.85239491691104,24.437927663734115,73.31378299120234,156.40273704789834,58.651026392961874,29.325513196480937,0.0
3951,195.50342130987292,576.7350928641251,278.5923753665689,48.87585532746823,9.775171065493646,107.52688172043011,4.887585532746823
3952,151.5151515151515,24.437927663734115,317.6930596285435,219.94134897360703,4.887585532746823,185.72825024437927,19.550342130987293
3953,14.662756598240469,1344.0860215053763,14.662756598240469,161.29032258064515,78.20136852394917,34.21309872922776,83.088954056696
3954,0.0,161.29032258064515,4.887585532746823,14.662756598240469,53.763440860215056,107.52688172043011,14.662756598240469
3955,547.4095796676442,430.10752688172045,53.763440860215056,244.37927663734115,9.775171065493646,14.662756598240469,4.887585532746823
3956,395.89442815249265,83.088954056696,219.94134897360703,83.088954056696,9.775171065493646,9.775171065493646,4.887585532746823
3957,215.05376344086022,14.662756598240469,327.4682306940371,146.6275659824047,0.0,215.05376344086022,19.550342130987293
3958,19.550342130987293,498.533724340176,19.550342130987293,9.775171065493646,73.31378299120234,117.30205278592375,83.088954056696
3959,4.887585532746823,439.88269794721407,63.5386119257087,263.92961876832845,97.75171065493646,83.088954056696,9.775171065493646
3960,68.42619745845552,43.988269794721404,127.0772238514174,24.437927663734115,24.437927663734115,156.40273704789834,9.775171065493646
